S.No:,Contract No:,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
17506,'2020102901015455',PPCL,28,57,30,177,5310.00
17507,'2020102904003240',NBF2,42,8,300,9.33,2799.00
17508,'2020102904003239',GIC,47,22,10,564,5640.00
17509,'2020102901015454',MBL,33,34,256,237,60672.00
17510,'2020102901015453',MBL,45,34,500,237,118500.00
17511,'2020102901015452',MBL,5,34,100,237,23700.00
17512,'2020102901015451',MBL,45,34,40,237,9480.00
17513,'2020102901015450',MBL,40,34,104,237,24648.00
17514,'2020102904003238',RBCLPO,57,59,10,11150,111500.00
17515,'2020102904003237',RBCLPO,57,49,10,11145,111450.00
17516,'2020102904003236',RBCLPO,57,7,10,11140,111400.00
17517,'2020102901015449',MEGA,21,21,10,246,2460.00
17518,'2020102901015448',PCBL,21,32,200,336,67200.00
17519,'2020102901015447',BOKL,54,13,123,289,35547.00
17520,'2020102901015446',BOKL,54,28,27,289,7803.00
17521,'2020102901015445',GBIME,22,28,10,301,3010.00
17522,'2020102901015444',AKJCL,45,36,290,116,33640.00
17523,'2020102901015443',NIL,42,28,1000,827,827000.00
17524,'2020102901015442',NIL,42,35,100,827,82700.00
17525,'2020102901015441',NIL,42,22,1000,826,826000.00
17526,'2020102901015440',NIL,42,34,100,825,82500.00
17527,'2020102901015439',NIL,42,44,500,825,412500.00
17528,'2020102901015438',NIL,42,49,10,825,8250.00
17529,'2020102901015437',NIL,42,19,112,825,92400.00
17530,'2020102901015436',NIL,42,13,495,825,408375.00
17531,'2020102901015435',NIL,42,33,50,825,41250.00
17532,'2020102901015434',NIL,42,45,16,825,13200.00
17533,'2020102901015433',NIL,42,10,1000,824,824000.00
17534,'2020102901015432',NIL,42,34,200,824,164800.00
17535,'2020102901015431',NIL,42,35,200,824,164800.00
17536,'2020102901015430',HBL,42,14,47,620,29140.00
17537,'2020102901015429',HBL,42,18,52,620,32240.00
17538,'2020102901015428',HBL,42,11,66,619,40854.00
17539,'2020102901015427',HBL,42,49,80,619,49520.00
17540,'2020102901015426',HBL,42,33,100,619,61900.00
17541,'2020102901015425',HBL,42,17,10,618,6180.00
17542,'2020102901015424',HBL,42,51,100,618,61800.00
17543,'2020102901015423',HBL,42,37,121,618,74778.00
17544,'2020102901015422',HBL,42,54,80,617,49360.00
17545,'2020102901015421',HBL,42,50,44,616,27104.00
17546,'2020102901015420',UPPER,5,52,50,293,14650.00
17547,'2020102901015419',KBL,38,50,50,243,12150.00
17548,'2020102903005326',HIDCL,36,11,174,205,35670.00
17549,'2020102903005325',HIDCL,36,50,157,205,32185.00
17550,'2020102903005324',HIDCL,36,55,50,205,10250.00
17551,'2020102903005323',HIDCL,36,19,61,205,12505.00
17552,'2020102903005322',HIDCL,36,26,47,205,9635.00
17553,'2020102903005321',HIDCL,36,26,511,205,104755.00
17554,'2020102901015418',MHNL,28,57,40,186,7440.00
17555,'2020102901015417',NABIL,53,44,20,903,18060.00
17556,'2020102901015416',NABIL,58,44,55,903,49665.00
17557,'2020102903005320',NRN,6,48,10,350,3500.00
17558,'2020102901015415',AIL,56,39,10,510,5100.00
17559,'2020102901015414',KBL,22,50,61,243,14823.00
17560,'2020102901015413',KBL,22,39,439,243,106677.00
17561,'2020102901015412',UPCL,26,42,50,136,6800.00
17562,'2020102901015411',LEC,54,48,10,208,2080.00
17563,'2020102901015410',RHPL,3,17,40,215,8600.00
17564,'2020102901015409',NBL,29,13,20,348,6960.00
17565,'2020102904003235',GIC,47,13,10,564,5640.00
17566,'2020102903005319',MLBL,59,54,1000,237,237000.00
17567,'2020102901015408',JOSHI,22,57,20,121,2420.00
17568,'2020102903005318',MMFDB,34,47,30,887,26610.00
17569,'2020102903005317',SABSL,45,39,11,857,9427.00
17570,'2020102903005316',NRIC,41,25,30,874,26220.00
17571,'2020102901015407',CBL,13,22,100,180,18000.00
17572,'2020102901015406',JOSHI,22,32,20,121,2420.00
17573,'2020102901015405',UPPER,5,52,50,293,14650.00
17574,'2020102904003234',GIC,47,7,10,564,5640.00
17575,'2020102901015404',IGI,10,41,20,537,10740.00
17576,'2020102903005315',RLI,25,21,10,592,5920.00
17577,'2020102903005314',RMDC,43,39,845,869,734305.00
17578,'2020102903005313',RMDC,43,39,48,868,41664.00
17579,'2020102901015403',CBL,42,22,25,180,4500.00
17580,'2020102901015402',PRIN,38,38,592,603,356976.00
17581,'2020102901015401',HURJA,10,57,20,175,3500.00
17582,'2020102901015400',SBL,44,34,275,348,95700.00
17583,'2020102901015399',SBL,22,34,225,348,78300.00
17584,'2020102903005312',RLI,25,16,10,592,5920.00
